1.971000000000000000e+03,2.250000000000000000e+03,1.000000000000000000e+04
1.972000000000000000e+03,3.500000000000000000e+03,1.000000000000000000e+04
1.973000000000000000e+03,2.500000000000000000e+03,7.500000000000000000e+03
1.975000000000000000e+03,4.528000000000000000e+03,8.000000000000000000e+03
1.976000000000000000e+03,5.000000000000000000e+03,5.000000000000000000e+03
1.977000000000000000e+03,7.000000000000000000e+03,5.000000000000000000e+03
1.978000000000000000e+03,9.000000000000000000e+03,5.000000000000000000e+03
1.979000000000000000e+03,1.750000000000000000e+04,4.000000000000000000e+03
1.980000000000000000e+03,5.000000000000000000e+04,4.000000000000000000e+03
1.982000000000000000e+03,1.340000000000000000e+05,1.500000000000000000e+03
1.983000000000000000e+03,2.200000000000000000e+04,3.000000000000000000e+03
1.984000000000000000e+03,6.300000000000000000e+04,3.000000000000000000e+03
1.985000000000000000e+03,1.600000000000000000e+04,3.000000000000000000e+03
1.986000000000000000e+03,1.100000000000000000e+05,1.200000000000000000e+03
1.987000000000000000e+03,2.730000000000000000e+05,8.000000000000000000e+02
1.989000000000000000e+03,6.000000000000000000e+05,8.000000000000000000e+02
1.990000000000000000e+03,1.200000000000000000e+06,6.500000000000000000e+02
1.991000000000000000e+03,1.350000000000000000e+06,1.000000000000000000e+03
1.992000000000000000e+03,1.680000000000000000e+06,7.500000000000000000e+02
1.993000000000000000e+03,2.800000000000000000e+06,5.000000000000000000e+02
1.994000000000000000e+03,2.800000000000000000e+06,6.000000000000000000e+02
1.995000000000000000e+03,2.500000000000000000e+06,3.500000000000000000e+02
1.996000000000000000e+03,4.300000000000000000e+06,5.000000000000000000e+02
1.998000000000000000e+03,7.500000000000000000e+06,2.500000000000000000e+02
1.999000000000000000e+03,1.110000000000000000e+05,3.500000000000000000e+02
2.000000000000000000e+03,4.200000000000000000e+07,1.800000000000000000e+02
2.001000000000000000e+03,1.910000000000000000e+08,1.300000000000000000e+02
2.002000000000000000e+03,5.500000000000000000e+07,1.300000000000000000e+02
2.003000000000000000e+03,1.520000000000000000e+08,1.800000000000000000e+02
2.004000000000000000e+03,5.920000000000000000e+08,1.300000000000000000e+02
2.005000000000000000e+03,1.690000000000000000e+08,9.000000000000000000e+01
2.006000000000000000e+03,1.700000000000000000e+09,9.000000000000000000e+01
2.007000000000000000e+03,4.630000000000000000e+08,6.500000000000000000e+01
2.008000000000000000e+03,2.300000000000000000e+08,4.500000000000000000e+01
2.010000000000000000e+03,1.000000000000000000e+09,4.000000000000000000e+01
2.011000000000000000e+03,1.870000000000000000e+09,4.000000000000000000e+01
2.012000000000000000e+03,4.320000000000000000e+08,3.200000000000000000e+01
2.013000000000000000e+03,1.000000000000000000e+09,2.800000000000000000e+01
2.014000000000000000e+03,5.560000000000000000e+09,2.200000000000000000e+01
2.015000000000000000e+03,1.750000000000000000e+09,1.400000000000000000e+01
2.016000000000000000e+03,3.000000000000000000e+09,1.000000000000000000e+01
2.020000000000000000e+03,1.530000000000000000e+10,5.000000000000000000e+00
